#MainDesig,ProbClass,ProbProb
261795,Kl,0.20
98552,S,0.83
233237,V,1.00
213362,Bk,0.63
47763,S,0.89
50756,Kl,0.84
146801,Bk,0.43
218144,V,0.96
106552,S,0.37
105514,Kl,0.20
173406,Ad,0.80
12027,V,1.00
98794,V,1.00
18459,S,0.98
1841,Bk,0.91
46328,Ad,0.45
41147,Ad,0.69
71482,Kl,0.76
171188,Kl,0.40
11019,S,0.87
61411,Ad,0.57
96654,D,0.19
170786,V,0.97
213962,Ad,0.78
82887,Ad,0.72
60341,S,0.85
29549,S,0.56
60219,Ad,0.78
78338,V,0.70
184188,Ad,0.44
398763,Ad,0.28
106046,Kl,0.27
146215,S,0.26
84261,S,0.82
88788,S,0.68
63144,Ad,0.39
261283,Ad,0.26
22680,S,0.84
7905,Ad,1.00
83016,Ad,0.74
70350,Kl,0.17
53374,S,0.87
213691,Ad,0.53
127975,S,0.34
362399,Ad,0.58
143311,Kl,0.27
49903,S,0.22
217012,Bk,0.24
107397,Ad,0.70
1078,S,0.95
452814,Ad,0.67
17431,V,1.00
76796,Ad,0.39
31114,V,0.96
184934,C,0.27
84776,S,0.55
91301,V,0.76
104982,S,0.38
42121,C,0.36
69994,Ad,0.99
134004,V,0.89
52574,S,0.60
23335,Ad,0.90
169466,V,0.48
12552,S,0.73
145150,Ad,0.35
198953,V,0.97
94078,Ad,0.89
71340,V,1.00
13146,C,0.28
6259,V,0.99
76401,S,0.55
106843,V,0.67
258446,S,0.71
305230,Ad,0.33
242137,C,0.32
359327,V,0.92
48152,S,0.53
240782,Kl,0.30
362905,V,0.92
351787,Ad,0.46
17033,Kl,0.68
52396,V,0.61
116605,Xt,0.45
98417,S,0.66
110488,Ad,0.43
48883,S,0.68
8870,S,0.51
15781,V,1.00
3404,Cgx,0.46
88168,Kl,0.24
72535,V,0.99
403924,S,0.75
96233,Ad,0.72
99484,S,0.72
203571,Ad,0.23
144746,Ad,0.71
306535,Ad,0.95
56391,V,1.00
127319,Ad,0.55
86050,Ad,1.00
94211,Ad,0.26
66496,Ad,0.91
91299,Ad,0.93
92066,S,0.51
42260,D,0.43
134790,Ad,0.37
24314,Kl,0.41
232640,Ad,1.00
89557,V,0.44
139295,Ad,0.87
31377,Bk,0.48
11650,S,0.75
49260,Ad,0.53
160730,Ad,0.91
216899,S,0.61
33366,V,1.00
304779,Ad,0.70
36919,V,0.48
238571,V,1.00
39987,V,0.73
87138,Bk,0.80
23441,Kl,0.32
206339,Ad,0.55
45310,Ad,0.54
215940,Ad,0.74
163748,V,0.72
127731,Ad,0.68
13760,V,1.00
44526,S,0.64
91317,S,0.96
86690,S,0.57
400709,Ad,0.51
121913,S,0.40
28020,V,1.00
37404,V,1.00
246085,Kl,0.68
16581,S,0.77
219959,Ad,0.54
349031,Kl,0.37
178264,S,0.79
364106,Ad,0.60
143010,S,0.47
60733,Kl,0.97
136011,Kl,0.31
52181,S,0.36
36241,C,0.74
8145,S,0.79
128303,D,0.25
41463,V,0.86
4700,S,0.94
23328,Ad,1.00
241909,Ad,0.99
49224,Ad,0.33
130951,S,0.56
39391,V,1.00
64402,V,1.00
286717,Ad,0.77
364540,Ad,0.43
362294,S,0.28
257359,S,0.74
177658,V,0.96
72740,Kl,0.51
8940,S,0.52
54671,Kl,0.23
172931,V,0.55
90073,Ad,0.36
38335,V,1.00
10430,S,0.79
3735,Bk,1.00
59982,S,0.58
127603,Ad,0.73
25867,Ad,0.33
53115,Ad,0.63
48853,Ad,0.88
63270,Kl,0.58
30569,Kl,0.37
1674,C,0.55
121917,Ad,0.80
138354,Ad,0.53
191931,V,1.00
308823,Ad,0.55
394358,Ad,0.64
14922,S,0.99
283387,Ad,0.79
197560,S,0.91
35049,Kl,0.60
102620,S,0.93
289037,V,1.00
135129,S,0.33
36342,Ad,0.72
124402,S,0.44
47152,S,0.75
2013 AW59,Ad,0.60
206337,Ad,0.81
10621,Kl,0.57
412524,Ad,0.88
75402,Kl,0.35
19417,Ad,1.00
27365,Ad,0.89
19625,S,0.83
37149,V,1.00
30746,S,0.42
322543,Ad,0.37
22984,Ad,0.65
76752,S,0.84
52282,Ad,0.99
4449,Kl,0.62
138076,Kl,0.19
63201,Ad,0.97
421536,Ad,0.95
101284,Xt,0.19
401625,S,0.30
398077,V,0.86
27317,Ad,0.44
121112,V,0.69
28903,Ad,0.72
211636,S,0.47
99113,Ad,0.38
14720,S,0.95
33512,V,1.00
97359,Kl,0.37
146471,S,0.91
150570,Ad,0.50
84878,S,0.46
128935,Ad,0.89
139396,Ad,0.99
2014 JL,S,0.49
169057,V,0.99
125348,S,0.62
123069,V,0.98
182167,Ad,0.91
450171,V,0.70
247981,Kl,0.28
19600,Kl,0.47
71215,Kl,0.59
11122,S,0.83
12439,Xt,0.32
7671,S,0.37
31024,S,0.63
15229,S,0.78
29795,Kl,0.55
28099,D,0.40
47112,D,0.50
92061,Ad,1.00
7223,V,1.00
66985,Kl,0.28
80329,S,0.81
47756,Bk,0.60
173687,D,0.27
302110,V,0.67
32352,Ad,0.43
244583,Ad,0.56
15748,Kl,0.66
37810,Ad,0.85
111790,Ad,0.78
163747,S,0.41
55102,S,0.66
97871,S,0.84
302367,Ad,0.66
99351,V,0.91
89393,C,0.40
59944,Kl,0.24
27274,Ad,0.43
113420,Ad,0.33
52918,Ad,0.21
64612,C,0.45
85831,Ad,0.30
2010 CP49,Ad,0.83
36374,V,0.37
29983,Ad,0.29
53156,Ad,0.94
31413,Ad,0.75
33979,D,0.44
86104,S,0.32
171608,Ad,0.51
302034,Ad,0.63
175017,C,0.44
77532,Kl,0.29
214365,S,0.98
82743,Ad,0.60
160868,V,0.56
185397,V,0.68
47925,S,0.73
35154,V,0.46
59184,V,0.54
30444,Bk,0.53
281763,S,0.57
253114,Ad,0.59
88192,Bk,0.61
66589,Ad,0.98
53869,Ad,0.37
26147,S,0.76
216948,Ad,0.65
123675,S,0.41
45015,S,0.67
54284,S,0.56
67680,D,0.63
23523,Kl,0.96
104277,Kl,0.88
147992,Ad,0.48
106095,Ad,0.38
230577,V,1.00
39976,Ad,0.82
7898,S,0.91
84463,S,0.66
73066,Ad,0.45
54026,S,0.56
33788,Kl,0.62
92202,Kl,0.65
75853,Ad,0.93
289545,Ad,0.90
1989,Kl,0.39
1926,S,0.90
38515,Cgx,0.34
329864,Kl,0.25
45763,Ad,0.31
37505,C,0.53
6415,Bk,0.99
321527,V,0.74
88153,S,0.23
37042,V,0.98
139814,Ad,0.87
22500,S,0.82
36971,Ad,0.62
25486,S,0.87
62746,S,0.35
54197,Ad,0.45
52155,Ad,0.38
210838,V,0.55
50001,Ad,0.47
322180,Kl,0.44
30175,Ad,0.72
42109,Kl,0.37
1963,Cgx,0.49
12961,Ad,0.49
42273,Ad,0.96
38054,S,0.54
11219,S,0.95
88635,Ad,0.54
22400,S,0.50
28657,Ad,0.28
41062,Ad,0.26
308695,Ad,0.85
227043,Ad,0.98
143011,Ad,0.30
107879,Ad,0.29
194679,S,0.44
121929,Ad,0.93
214374,Kl,0.61
330529,V,0.34
311366,Ad,0.95
26592,V,0.56
98801,Ad,0.22
53420,Xt,0.52
166078,Bk,0.24
141082,Bk,0.29
2500,S,0.98
91654,Kl,0.66
72057,C,0.59
56176,C,0.63
83886,Kl,0.24
364062,Ad,1.00
38540,S,0.81
31454,Ad,0.48
43214,C,0.50
362392,Bk,0.25
28821,S,0.69
16007,C,0.84
98638,V,0.54
100569,S,0.68
105487,Ad,0.74
297,S,0.66
31460,V,1.00
37590,Ad,0.27
92270,Ad,0.73
114511,S,0.53
63945,S,0.64
162,Cgx,0.53
130496,V,0.56
12606,S,0.70
95606,S,0.98
51473,Ad,0.86
39505,S,0.43
29669,S,0.86
66153,S,0.32
125958,V,0.58
258030,S,0.90
35792,V,1.00
37570,V,1.00
49957,Kl,0.24
357655,S,0.25
91183,Ad,0.98
69955,Kl,0.38
2206,Cgx,0.43
110945,S,0.71
2355,Cgx,0.51
369945,C,0.19
174846,Ad,0.98
65837,Kl,0.61
160975,V,1.00
60888,Ad,1.00
22517,V,0.98
42868,C,0.33
40242,C,0.50
143867,S,0.34
110870,S,0.58
184581,Ad,0.81
127328,Kl,0.21
12583,Kl,0.76
219946,C,0.18
41441,S,0.88
10076,S,0.40
361041,Ad,0.55
64590,Xt,0.31
288308,V,1.00
393727,V,0.54
149114,Ad,0.68
205829,Ad,0.48
45705,D,0.77
16270,S,0.99
73109,V,1.00
130579,Ad,1.00
205642,V,1.00
179899,Ad,0.40
36248,Xt,0.36
41323,C,0.36
38604,D,0.31
125174,Ad,0.97
127570,S,0.75
74177,S,0.90
357066,Ad,0.87
11868,S,0.46
238538,V,0.99
25245,Kl,0.39
61453,D,0.38
162796,Ad,0.29
33450,Bk,0.46
220659,Ad,0.88
101389,Ad,0.78
310889,S,0.32
61374,S,0.96
64149,S,0.22
120974,Ad,0.53
58339,Ad,0.85
48050,C,0.33
161552,S,0.93
400003,V,0.99
216684,Bk,0.90
3624,Xt,0.29
35310,Kl,0.35
85079,S,0.44
75828,Kl,0.65
139853,S,0.54
301992,V,0.96
210644,Kl,0.44
313466,S,0.67
131960,V,0.80
448715,Ad,0.41
207401,Ad,0.90
399398,S,0.26
207633,Ad,0.56
23070,Ad,0.23
151158,Ad,0.67
237401,Ad,1.00
69919,Kl,0.29
35533,S,0.35
80398,D,0.27
92233,Xt,0.37
125500,Ad,0.70
13986,Xt,0.28
52077,Kl,0.48
113164,Ad,0.85
400227,Ad,0.98
24369,S,0.62
161511,S,0.55
97270,Ad,0.31
205875,Ad,0.61
404470,Ad,0.63
333095,V,1.00
364845,Ad,0.99
203372,Ad,0.53
200752,V,0.92
131942,S,0.70
92834,S,0.81
10054,S,0.97
145824,S,0.38
90614,Kl,0.35
70851,Kl,0.30
108103,Ad,0.55
54797,Kl,0.47
40017,Ad,0.97
211103,V,0.52
113290,Ad,0.49
207005,Ad,0.82
121790,Kl,0.51
2014 NT54,S,0.77
308725,V,1.00
292035,S,0.23
271925,Ad,1.00
73352,Kl,0.28
51907,Ad,0.51
89530,Ad,0.49
39771,S,0.28
55539,Ad,0.95
69949,Kl,0.22
51131,S,0.57
182414,Ad,0.69
91864,C,0.36
63505,S,0.81
54997,C,0.81
72856,S,0.39
39539,Kl,0.52
3153,V,1.00
172663,Ad,0.96
33798,Ad,0.18
1515,S,0.96
85045,S,0.63
43325,S,0.92
163221,D,0.37
247217,Ad,0.47
65068,V,1.00
50483,Kl,0.23
178673,S,0.56
20931,S,0.93
274999,Ad,0.57
89244,S,0.31
363719,S,0.29
99587,V,0.96
30110,Kl,0.48
324723,S,0.35
57143,Bk,0.70
92132,Kl,0.39
361634,V,0.93
72799,S,0.44
51126,S,0.78
83869,Ad,0.99
75194,Ad,0.59
266983,Ad,0.59
204638,Kl,0.20
225041,Kl,0.22
192190,V,1.00
260369,Ad,0.87
51152,Ad,0.35
110702,Ad,0.53
13340,Cgx,0.33
2849,C,0.68
160108,S,0.57
4349,Xt,0.35
486998,Ad,0.99
176183,S,0.35
59257,S,0.94
309984,Ad,0.75
154171,Ad,0.19
38876,V,1.00
56398,D,0.26
127890,C,0.27
347629,Kl,0.33
208528,S,0.33
204947,V,0.44
170482,V,0.87
164243,Ad,0.58
1518,S,0.95
18435,S,0.94
212153,Ad,0.94
33562,V,1.00
57943,V,1.00
124024,Ad,0.85
130806,S,0.47
121810,Ad,0.52
146577,Ad,0.54
244228,Ad,0.78
92350,V,0.91
18923,D,0.43
83249,S,0.78
91330,S,0.45
81762,S,0.82
97653,C,0.56
13342,S,0.90
258434,S,0.56
422232,Ad,0.80
37154,Kl,0.38
31830,Kl,0.53
359515,Ad,0.82
140437,S,0.98
5649,S,0.85
173437,Ad,0.98
130860,Ad,0.36
317339,Ad,0.64
227710,Ad,0.81
38573,Kl,0.40
88405,Ad,0.99
76103,S,0.52
242248,S,0.63
248294,S,0.44
231461,S,0.68
116996,Kl,0.24
119636,Ad,0.25
146054,D,0.21
43578,S,0.90
318139,S,0.21
215280,Ad,0.20
222329,S,0.98
1207,Kl,0.53
75830,S,0.88
76314,S,0.96
56034,V,0.81
46260,Kl,0.63
124618,Ad,0.88
181553,Ad,0.20
333115,V,0.69
50768,S,0.90
116082,D,0.48
148307,S,0.85
91880,Ad,0.23
79882,S,0.94
405329,Ad,0.89
14475,Kl,0.69
71218,Ad,0.32
22694,V,0.90
43205,Kl,0.56
170280,S,0.27
47757,Ad,0.80
177809,S,0.59
132948,Ad,0.94
75036,V,1.00
314872,Ad,0.42
191480,V,0.58
114226,S,0.52
241352,Ad,0.87
90623,V,0.48
63992,Ad,0.40
143035,S,0.81
17366,Kl,0.49
61563,Ad,0.89
43494,V,0.50
64528,S,0.46
45050,S,0.71
12205,V,0.84
82524,S,0.41
323634,D,0.26
94427,S,0.48
108006,Ad,0.26
176273,Ad,0.82
34986,S,0.90
33694,S,0.77
32265,Kl,0.43
92646,V,1.00
245230,Ad,0.58
152118,C,0.35
155797,Ad,0.21
164235,V,1.00
258732,Ad,0.54
362813,Ad,0.56
260628,C,0.42
154207,Ad,1.00
71171,V,0.54
90774,S,0.42
16968,Kl,0.26
14030,V,0.97
124000,Ad,0.80
63426,Ad,0.39
401878,Ad,0.30
179165,Ad,0.97
118982,S,0.39
14706,S,0.72
218300,V,0.33
151880,Ad,0.58
208891,Ad,0.35
108077,V,0.54
188575,Ad,0.98
215211,S,0.51
99683,C,0.34
117568,Ad,0.66
6362,Kl,0.51
109347,Kl,0.39
72669,Ad,0.59
286800,Bk,0.49
10393,Ad,1.00
215955,S,0.71
401830,Ad,0.62
76327,Kl,0.44
219204,Kl,0.47
59992,Bk,0.91
123662,Ad,0.60
288951,Ad,0.57
357944,S,0.37
67551,Ad,0.50
2387,Kl,0.49
29996,Cgx,0.33
84846,Ad,0.80
22714,Kl,0.46
222923,Ad,0.96
28328,S,0.26
232522,C,0.28
49737,Kl,0.83
30244,S,0.28
125725,Ad,1.00
23961,C,0.59
25384,Ad,0.95
149993,Ad,0.37
219955,Ad,0.18
156602,Ad,0.25
128204,D,0.25
12000,C,0.33
12047,Kl,0.41
14737,S,0.69
35464,Kl,0.24
223776,Bk,0.20
67328,Ad,0.64
177482,Ad,0.40
482787,Ad,0.85
76658,S,0.92
98321,V,1.00
13398,V,1.00
135878,S,0.49
291496,Ad,0.84
244232,V,1.00
251140,Ad,0.49
303299,S,0.52
96260,Ad,1.00
29979,V,1.00
117348,C,0.57
6363,V,1.00
242018,S,0.23
43061,S,0.65
7459,V,1.00
94239,V,0.90
32531,S,0.58
257185,S,0.41
813,S,0.84
43490,S,0.34
94895,V,1.00
125501,V,1.00
158281,V,1.00
17068,Xt,0.32
40748,S,0.94
166170,Ad,0.42
41880,V,1.00
93802,C,0.41
179981,Ad,0.32
47670,S,0.89
29696,Kl,0.40
31711,S,0.82
22046,Ad,0.76
109616,S,0.51
296568,S,0.34
176956,Ad,0.24
222064,Ad,0.99
56518,C,0.57
143176,S,0.61
53122,Kl,0.39
52222,S,0.87
139500,Ad,0.76
1115,Kl,0.38
63602,S,0.88
18898,S,0.60
215501,Ad,0.99
81588,Ad,0.43
117319,Ad,0.85
81461,Cgx,0.38
1665,S,0.58
108792,Ad,0.25
134396,S,0.47
54681,Ad,0.94
94213,C,0.22
267249,Ad,0.60
167109,Ad,0.42
263688,Ad,0.68
243076,Ad,0.40
310053,S,0.57
243789,Ad,0.68
101202,Ad,0.32
2652,D,0.52
103366,Ad,0.26
133202,V,1.00
45774,S,0.99
64481,V,1.00
13322,C,0.50
156705,S,0.49
303395,V,1.00
49079,S,0.65
10504,Ad,0.54
107959,S,0.22
133393,V,0.94
123856,Ad,0.87
22434,Cgx,0.27
63907,S,0.60
130575,S,0.76
91792,C,0.36
266993,Kl,0.32
176419,S,0.67
34576,Ad,0.49
101537,Ad,0.44
112686,S,0.84
17976,V,1.00
134471,Bk,0.38
167046,Kl,0.33
133632,S,0.99
255007,Kl,0.40
200567,S,0.37
50560,Ad,0.49
103719,S,0.47
27082,S,0.86
34063,Kl,0.95
69535,S,0.46
49130,S,0.72
2014 NA55,Kl,0.22
94174,Kl,0.68
261717,Ad,0.89
8532,S,0.98
58050,V,0.75
123820,S,0.78
96545,S,0.32
130742,V,1.00
260249,Ad,0.41
57448,Kl,0.35
365367,V,0.76
33514,Kl,0.80
61521,V,1.00
29937,S,0.99
306382,Ad,0.41
42753,Kl,0.76
266987,Kl,0.27
223400,Kl,0.27
259058,Ad,0.68
2476,Cgx,0.35
29769,Kl,0.38
232593,S,0.64
42104,S,0.49
110724,S,0.71
133295,Ad,0.55
65696,S,0.48
83298,S,0.94
363190,Ad,0.44
252507,Ad,0.78
12636,Kl,0.76
252314,S,0.31
116966,S,0.70
2010 MY106,Ad,0.63
157458,Ad,0.47
173362,Bk,0.86
60289,Kl,0.24
33370,S,0.98
3426,Kl,0.66
310911,S,0.35
82517,Ad,0.93
407565,Ad,0.57
131582,Ad,0.30
156638,Bk,0.46
91645,Ad,0.80
20722,Bk,0.54
23399,Kl,0.32
30317,S,0.86
34887,Cgx,0.32
41125,Cgx,0.35
57335,S,0.20
70634,Kl,0.28
317341,D,0.27
113404,S,0.49
278546,V,0.60
23738,S,0.70
24195,S,0.85
157063,Kl,0.24
262262,S,0.46
181134,Kl,0.26
401733,Kl,0.27
89429,V,0.66
163726,V,0.97
315342,Kl,0.30
138165,S,0.37
105182,Ad,0.95
139623,Ad,0.97
28352,Kl,0.77
303298,Ad,0.80
9653,S,0.94
232285,C,0.34
3887,Bk,0.90
35907,D,0.59
68642,S,0.79
131120,Ad,0.74
824,Kl,0.87
130718,V,1.00
66395,Ad,0.53
1225,S,0.60
9592,S,0.67
3323,Ad,0.99
70727,S,0.49
86001,Ad,0.28
76303,D,0.44
8262,Ad,0.38
6399,Kl,0.79
40613,Ad,0.42
62007,Ad,0.46
43864,S,0.34
7044,V,1.00
99148,Ad,0.77
46332,S,0.29
96887,V,0.63
102370,S,0.27
160360,Ad,0.60
22278,Kl,0.39
27586,Ad,0.50
37275,S,0.66
97014,Ad,0.45
37645,V,0.57
17878,V,0.94
9621,V,0.70
10894,Ad,0.28
194359,V,0.37
38403,S,0.87
132513,Ad,0.48
51472,V,0.59
8092,S,0.59
15728,V,1.00
70874,Ad,0.24
69698,Ad,0.67
37931,Ad,0.39
97790,Kl,0.26
16655,Ad,0.89
30087,Ad,0.34
234371,Ad,0.90
30383,S,0.75
36515,V,0.96
15751,Kl,0.54
94647,Ad,0.76
25783,Kl,0.53
197553,Ad,0.75
85451,Ad,0.48
34761,Ad,0.42
239244,Ad,0.66
74220,Ad,0.83
10551,Xt,0.46
46932,S,0.37
22464,Xt,0.43
129440,S,0.60
34458,S,0.81
32690,Bk,0.72
10056,V,1.00
26481,D,0.67
21865,S,0.99
240999,Ad,0.72
35899,Bk,0.42
209897,Kl,0.25
60664,S,0.61
58852,Kl,0.75
211594,Ad,0.63
17269,Kl,0.57
74613,C,0.31
181616,Kl,0.20
101244,Ad,0.77
45323,V,1.00
26358,Ad,0.62
18935,Ad,0.67
242210,Ad,0.62
90175,Kl,0.23
206349,V,0.72
66387,S,0.46
13115,C,0.31
57429,Kl,0.60
59113,Ad,0.55
19912,S,0.97
361156,Ad,0.54
105840,Ad,0.99
207473,V,1.00
36121,C,0.46
46322,Ad,0.68
17108,Ad,0.57
43379,Ad,0.76
50991,S,0.65
181237,Bk,0.44
67945,V,0.57
251780,V,0.92
22213,Ad,0.25
23344,V,0.97
44185,Kl,0.59
7149,D,0.28
20749,D,0.51
35361,S,0.54
252093,D,0.32
86293,Ad,0.92
399507,Kl,0.39
3408,S,0.90
250332,Kl,0.24
53810,Ad,0.49
143277,Ad,0.65
82992,Bk,0.73
26273,Ad,0.68
143055,Ad,0.49
21539,Kl,0.34
71845,Kl,0.30
109946,Ad,0.56
17243,S,0.87
22242,Kl,0.52
92143,Kl,0.41
91653,C,0.24
105829,Ad,0.74
53069,Bk,0.64
421966,Ad,1.00
121552,S,0.36
41349,Xt,0.46
56324,Cgx,0.36
54304,Ad,0.71
47130,S,0.89
421685,Ad,0.81
289049,V,1.00
316948,Ad,0.83
365790,Ad,0.31
12365,Kl,0.38
37204,S,0.35
78203,S,0.64
94042,S,0.33
66305,D,0.61
249935,S,0.85
223922,Bk,0.42
84352,Ad,0.77
226489,Ad,0.69
92186,Kl,0.36
70980,S,0.98
95585,V,0.47
99002,Ad,0.24
2263,Kl,0.44
167137,Ad,0.79
25854,C,0.39
186941,C,0.23
402402,Ad,0.63
166121,V,1.00
196227,Ad,0.90
196194,S,0.66
402873,S,0.30
297190,Bk,0.41
20036,C,0.84
200661,S,0.91
41597,S,0.63
219870,Ad,0.62
153086,Bk,0.56
170226,Ad,0.61
307749,S,0.32
306336,Kl,0.27
115141,Kl,0.26
179978,V,0.57
200839,V,0.95
257938,Kl,0.37
403746,S,0.24
364449,S,0.50
55427,Kl,0.37
169467,S,0.54
210001,D,0.39
76058,V,0.78
303358,D,0.40
84182,S,0.76
146431,S,0.40
255458,D,0.21
136607,Kl,0.39
487148,Ad,0.51
245840,S,0.65
52309,C,0.73
102848,Ad,0.30
64219,S,0.61
698,C,0.45
72878,S,0.50
216794,V,0.37
92162,S,0.45
69950,Kl,0.36
167064,S,0.72
78472,C,0.28
114867,Bk,0.61
231749,S,0.37
85730,S,0.99
162733,Kl,0.89
40928,Kl,0.59
66041,S,0.91
71514,Kl,0.45
315070,Ad,1.00
65123,Bk,0.93
312013,V,0.50
401997,S,0.71
94113,Kl,0.57
356143,C,0.27
95443,Bk,0.37
92828,Kl,0.33
358137,C,0.37
401723,Ad,0.41
27174,S,0.93
109711,S,0.46
142405,S,0.96
290351,Bk,0.63
205876,V,0.97
49414,Bk,0.66
402004,Kl,0.27
302291,D,0.33
240324,S,0.90
140016,Ad,0.69
238083,S,0.85
2013 FH18,Ad,0.58
401670,Ad,0.98
453595,Bk,0.48
11926,S,0.92
205802,S,0.96
353663,V,1.00
56533,S,0.66
218444,Kl,0.31
314913,Ad,0.94
200781,Ad,0.88
73624,V,1.00
357560,S,0.22
3748,S,0.92
2014 OC161,Ad,0.80
63994,Kl,0.59
398525,V,1.00
209848,S,0.66
330528,Ad,0.44
210641,Ad,0.69
170958,S,0.33
98167,V,1.00
297720,Ad,0.32
288865,Ad,0.66
17769,V,1.00
180042,Ad,0.80
175711,S,0.87
2014 OZ167,D,0.34
317980,C,0.33
99806,S,0.40
43926,S,0.89
10940,S,0.97
122515,S,0.91
319197,Ad,0.29
358615,S,0.50
77806,S,0.85
129448,S,0.91
121944,V,1.00
62948,C,0.66
88676,Ad,0.47
72446,D,0.55
396594,S,0.51
151374,Kl,0.73
403920,Ad,1.00
2006 VF66,Ad,0.91
215959,S,0.75
125411,Kl,0.29
7580,Kl,0.85
261511,Ad,0.44
134446,S,0.68
362600,Ad,0.30
94584,S,0.96
94008,Kl,0.36
38371,Kl,0.56
53011,S,0.92
252556,Kl,0.19
143648,Xt,0.28
106954,Xt,0.28
302217,Kl,0.42
258668,Ad,0.93
130756,V,1.00
46902,S,0.98
51749,S,0.98
2001 QT108,S,0.66
241645,Ad,0.39
308745,V,0.99
399604,Ad,0.33
184158,S,0.30
362609,Kl,0.40
234160,Kl,0.36
206430,S,0.71
79884,Kl,0.38
2001 PL57,S,0.30
59318,S,0.95
152856,S,0.48
357704,S,0.37
154964,C,0.23
55327,S,0.90
99579,V,1.00
42572,Kl,0.56
487167,Ad,0.72
97941,S,0.77
143196,Ad,0.18
161665,S,0.49
60774,Ad,1.00
58074,S,0.62
72246,V,1.00
32381,C,0.85
487170,Ad,0.37
67498,V,1.00
401208,Kl,0.26
302842,Kl,0.39
458174,Ad,0.19
322750,Ad,0.71
161853,Bk,0.19
216935,V,1.00
73775,S,0.95
160995,Ad,0.79
165409,S,0.75
128193,Ad,0.27
1541,Xt,0.43
239295,S,0.91
132010,V,1.00
31903,Kl,0.52
358491,S,0.24
296989,Bk,0.66
191037,Ad,0.47
251158,Kl,0.23
28726,S,0.97
30547,Kl,0.78
94428,S,0.89
99381,V,1.00
134738,Ad,0.25
241959,Kl,0.34
235061,V,1.00
218472,Ad,0.23
303236,Kl,0.42
15070,S,0.88
208783,Kl,0.60
201438,V,1.00
216173,V,0.49
149523,D,0.26
73361,Bk,0.57
262421,Kl,0.26
358332,S,0.89
91602,Kl,0.45
138365,Kl,0.83
89331,S,0.93
199083,Ad,0.74
46628,Bk,0.32
152489,Bk,0.37
36081,S,0.79
242813,Ad,0.22
303964,Ad,0.40
108149,S,0.93
251246,Ad,0.60
36824,C,0.25
13014,C,0.63
126981,V,1.00
137012,S,0.49
57231,D,0.45
162743,D,0.23
451639,Ad,0.36
143974,C,0.29
143143,S,0.54
5740,S,0.83
311742,Kl,0.27
419544,S,0.78
157455,Ad,0.57
263932,D,0.31
216896,Bk,0.92
7837,C,0.85
104655,Kl,0.21
69559,C,0.39
121729,S,0.30
251039,S,0.49
146572,Kl,0.51
51046,S,0.89
486618,Ad,0.60
200643,V,0.54
216806,Ad,0.49
2010 UO96,Ad,0.19
403439,Ad,0.84
136147,S,0.67
30010,S,0.95
91717,Kl,0.35
189955,Ad,0.25
118090,V,0.67
319134,Ad,0.73
179295,D,0.58
60190,Bk,0.49
189153,S,0.50
61882,Kl,0.40
133211,V,1.00
60870,V,0.94
290489,Ad,0.43
94267,Kl,0.23
405929,V,1.00
173809,V,0.60
236702,V,1.00
360744,Kl,0.19
399580,D,0.31
412692,S,0.69
297758,V,1.00
96588,D,0.30
96154,Kl,0.39
360760,Ad,0.38
143336,Ad,0.93
261277,Ad,0.82
97228,Ad,0.90
2013 GQ27,Ad,0.17
108273,S,0.95
92032,S,0.86
256255,Ad,0.39
70005,Cgx,0.48
359408,V,1.00
254346,Ad,0.80
293499,S,0.24
110615,S,0.91
243955,Cgx,0.33
2010 PQ63,S,0.56
222171,Kl,0.31
186984,Kl,0.42
213955,S,0.87
399678,Ad,0.26
184871,Ad,0.39
147935,Ad,0.26
309356,Ad,0.98
36210,Xt,0.35
142473,S,0.68
361057,Ad,0.92
21692,V,1.00
121453,Kl,0.28
313647,C,0.57
215687,Ad,0.96
240551,V,1.00
285258,S,0.76
454904,Ad,0.43
6393,Kl,0.34
457536,Ad,0.82
362833,Ad,0.93
258728,Kl,0.20
40659,Xt,0.35
314931,Ad,0.50
399588,V,0.99
25943,D,0.71
84630,Ad,0.89
333949,Ad,0.37
94033,S,0.45
219928,Kl,0.41
38273,Kl,0.67
313876,Ad,0.52
313033,Ad,0.71
168912,V,1.00
25919,Kl,0.38
33100,V,1.00
166226,V,1.00
260901,Kl,0.35
452264,Ad,0.47
83919,Kl,0.40
101843,S,0.53
174899,S,0.64
402668,C,0.41
210830,S,0.58
113149,Kl,0.36
174297,Kl,0.26
449059,Ad,0.99
234539,V,0.88
154225,D,0.40
171039,Ad,0.32
291672,V,0.94
240580,V,0.99
161539,V,1.00
92299,Kl,0.33
331123,S,0.54
132446,Kl,0.37
208907,S,0.96
54878,S,0.95
222836,S,0.44
319809,Ad,0.97
182538,Ad,0.95
126964,S,0.96
2010 UB1,Ad,0.91
228157,Ad,0.44
365539,Ad,0.96
2013 GJ12,Ad,0.94
258796,V,0.66
275156,Ad,0.35
255977,S,0.79
111662,Ad,0.63
96918,Ad,0.84
363431,C,0.32
52130,S,0.96
220819,Ad,0.76
182194,S,0.79
128928,S,0.69
148759,Kl,0.26
404492,C,0.18
139502,Ad,0.73
12562,D,0.66
155588,S,0.32
240319,Xt,0.24
54942,S,0.66
415469,Ad,0.42
204724,C,0.28
168503,S,0.82
142612,S,0.87
403796,V,1.00
42515,Ad,0.56
403387,S,0.56
98376,Kl,0.75
159935,C,0.23
251147,S,0.59
155868,Ad,0.36
