#MainDesig,ProbClass,ProbProb
64619,Ad,0.88
158512,S,0.32
25674,S,0.40
6558,S,0.70
108247,Ad,0.24
120329,Ad,0.71
151910,Ad,1.00
126998,S,0.84
60555,V,0.90
40775,Kl,0.25
10045,D,0.38
60465,S,0.65
68713,Ad,1.00
45196,V,0.43
53356,S,0.46
199358,Ad,0.39
149341,Kl,0.45
81017,S,0.43
73969,Ad,0.71
119246,Ad,0.50
21843,S,0.66
10408,Kl,0.31
45778,S,0.92
26155,S,0.67
101536,S,0.41
73717,Kl,0.42
9848,S,0.92
271622,Ad,0.44
336813,Ad,0.61
117238,Ad,0.57
115632,Ad,0.44
28879,Kl,0.27
17917,S,0.84
11331,Ad,0.70
60240,Ad,0.57
8104,Kl,0.40
21629,Ad,1.00
29238,S,0.40
187042,Ad,0.92
32806,S,0.66
148624,S,0.39
109286,Xt,0.22
3642,Xt,0.34
199275,Ad,0.88
137178,Ad,0.76
231266,Ad,0.87
149963,V,0.94
390411,C,0.31
103208,Kl,0.19
222182,Ad,0.89
50837,S,0.21
272653,Ad,0.93
335513,Kl,0.29
282,C,0.81
117778,Ad,0.82
19964,Kl,0.33
99416,D,0.22
80469,S,0.55
126064,Ad,0.90
54084,V,1.00
28030,Kl,0.27
88006,S,0.62
9530,S,0.72
21389,Ad,0.97
187957,Ad,0.92
4675,Kl,0.44
47700,S,0.46
12863,S,0.95
14504,Ad,1.00
80993,Kl,0.23
480089,Ad,0.41
79415,V,0.35
101343,Ad,0.33
177726,Ad,0.76
272421,D,0.49
335094,S,0.35
29197,Ad,0.56
99169,D,0.56
68610,S,0.96
26748,S,0.37
128786,S,0.87
16890,S,0.99
61985,V,1.00
142123,Kl,0.18
161804,S,0.33
269122,S,0.19
80599,Kl,0.38
235097,Ad,0.39
51972,S,0.35
121565,Ad,0.58
100722,Ad,0.23
97518,Ad,0.21
272476,Ad,0.65
68205,Kl,0.58
203034,Ad,0.23
59452,S,0.39
65238,Ad,0.32
100574,Ad,0.57
184399,S,0.91
336113,Ad,0.56
267641,S,0.28
230142,V,0.89
126902,Kl,0.18
53534,S,0.54
68144,Ad,0.27
87413,S,0.70
25220,V,1.00
43256,S,0.21
167560,V,0.50
56248,Ad,0.36
96271,Kl,0.50
26995,Kl,0.53
4744,Ad,0.94
78751,Ad,0.75
71434,S,0.32
41198,Ad,0.48
45336,Ad,0.35
206149,V,1.00
200174,Kl,0.50
77559,Kl,0.41
202220,Ad,0.88
233991,Ad,0.23
59151,Ad,0.55
18771,Ad,0.52
159987,Ad,0.42
132689,Ad,0.92
22250,S,0.51
256598,V,0.77
160789,V,0.74
31356,Kl,0.78
66944,Ad,0.67
55309,C,0.25
98649,Ad,0.45
2985,S,1.00
68160,S,0.52
22415,S,0.70
26000,S,0.99
66295,Xt,0.22
33922,Ad,0.60
230767,Kl,0.44
124520,Ad,0.33
20599,S,0.54
119541,S,0.26
234246,S,0.39
8117,Bk,0.82
16255,Ad,0.56
73270,Kl,0.36
32807,Kl,0.24
56387,Ad,0.69
30011,S,0.88
17401,S,0.99
8129,S,0.99
45490,S,0.29
126033,V,0.89
66665,S,0.59
58434,S,0.52
353249,Ad,0.65
826,C,0.45
68328,S,0.39
207699,Ad,0.83
85249,Ad,0.84
389475,Ad,0.47
38131,Ad,0.94
6213,Xt,0.21
133591,Ad,0.39
63903,Ad,0.25
43057,Ad,0.37
21190,Ad,0.22
52985,V,1.00
49508,Ad,0.38
240372,Ad,0.33
428110,Ad,1.00
170497,Ad,0.92
51089,Ad,0.84
34081,V,1.00
105552,Ad,0.46
21030,Ad,0.58
52945,Ad,0.66
40047,Kl,0.51
155456,S,0.72
126198,Ad,0.59
205010,S,0.66
66706,Ad,0.87
132541,Kl,0.48
44847,D,0.47
59777,S,0.83
66705,Ad,0.36
9773,S,0.98
170585,Ad,0.77
113130,Ad,0.88
126050,V,0.50
139874,Ad,0.94
8452,S,0.79
78074,Kl,0.36
63904,Ad,0.55
18120,S,0.74
39070,V,0.80
47567,Ad,0.70
94852,Kl,0.51
78295,Kl,0.26
94724,V,0.68
27844,S,0.86
39743,S,0.42
11295,Xt,0.63
196310,Ad,0.62
70842,S,0.36
63800,Ad,0.60
206443,Ad,0.96
116210,V,0.89
240485,Ad,0.37
141031,Ad,0.84
132534,Ad,0.64
34727,Kl,0.27
128400,S,0.53
3687,Bk,0.98
134847,S,0.34
51919,Ad,0.28
14658,Xt,0.37
18687,Kl,0.68
33256,D,0.35
84505,S,0.65
73517,Ad,0.42
11911,Xt,0.59
244506,C,0.26
2957,Kl,0.78
116156,Ad,0.36
47591,Ad,0.40
75013,Ad,0.53
145280,Kl,0.69
27564,Kl,0.39
105389,Kl,0.53
212649,Ad,0.94
162992,Ad,0.77
24276,Kl,0.39
66520,S,0.24
340645,C,0.20
13529,S,0.99
159487,Ad,0.89
34309,S,0.65
49618,Kl,0.31
16253,Ad,0.38
13427,Ad,0.73
92614,S,0.38
1325,S,0.89
27761,Ad,0.75
31902,Xt,0.35
15133,S,0.98
7523,S,0.97
5658,Kl,0.54
111766,Kl,0.46
68107,Ad,0.94
238720,Ad,0.42
1188,Ad,0.94
45582,Ad,0.71
76011,C,0.28
36391,V,1.00
206816,Ad,0.36
13374,V,1.00
31156,S,0.36
71064,Ad,0.27
44415,Ad,0.69
241250,Ad,0.74
P/McMillan,S,0.49
234261,Ad,0.90
382120,Ad,0.56
28763,C,0.35
14149,V,1.00
14407,S,0.68
30613,S,0.76
113109,S,0.54
107790,V,0.21
2803,C,0.75
14864,S,0.87
225693,Ad,0.98
187053,Ad,1.00
123121,Ad,0.78
11871,V,1.00
104369,Ad,0.93
152737,S,0.52
168151,Ad,0.55
52819,V,0.86
120211,S,0.87
189090,V,1.00
118579,S,0.91
19510,S,0.97
93836,Ad,0.60
145730,Ad,0.41
162947,Kl,0.20
5946,Bk,0.49
73548,Kl,0.28
91363,Ad,0.93
65287,Ad,0.73
49482,Bk,0.29
135285,Ad,0.87
49075,Ad,1.00
202971,Ad,0.62
187091,Ad,0.65
279020,Ad,0.34
153518,Ad,0.95
203266,Ad,0.62
57068,Bk,0.78
13129,Kl,0.55
18978,S,0.94
66476,S,0.81
19162,S,0.89
44148,S,0.98
7312,S,0.90
202248,Bk,0.53
26559,V,1.00
56302,Ad,0.51
63353,V,1.00
37890,C,0.29
19182,Kl,0.31
90455,Ad,0.94
246375,Ad,0.40
57250,Ad,0.78
196600,Ad,0.92
141643,Ad,0.71
26862,Kl,0.27
2872,Ad,0.99
66820,S,0.21
13280,S,0.39
44116,Ad,0.85
118630,Ad,0.45
88392,Kl,0.26
150684,Ad,0.48
100938,Xt,0.27
1879,S,0.80
76674,Ad,0.95
108707,S,0.26
74068,Ad,0.36
94054,S,0.60
87515,S,0.69
53653,S,0.73
75188,Ad,0.52
11842,S,0.90
7445,S,0.90
189562,V,0.45
141660,Ad,0.18
58994,Ad,0.21
75451,Ad,0.68
19439,C,0.49
124779,V,1.00
10096,Bk,1.00
116134,Ad,0.73
29962,Kl,0.33
49907,V,1.00
77902,Kl,0.30
2531,Cgx,0.42
3157,D,0.66
32135,Bk,0.46
77749,S,0.63
39207,C,0.52
95051,Ad,0.53
1595,D,0.56
76014,Ad,0.34
120007,S,0.64
18371,Kl,0.43
228506,Ad,0.47
65436,Ad,0.42
103362,Kl,0.40
194958,V,0.45
51889,C,0.29
54438,S,0.95
186738,Ad,0.73
203814,Ad,0.68
43315,S,0.53
5535,S,0.90
77324,V,1.00
213641,Ad,0.53
49855,C,0.31
154350,Ad,0.99
11090,S,0.90
29148,C,0.87
93962,S,0.35
335568,Ad,0.71
336959,Ad,0.26
333465,Ad,0.70
282456,Ad,0.52
26919,Xt,0.54
108677,Ad,0.44
80600,S,0.42
151842,Ad,0.27
24104,S,0.90
270132,Ad,0.76
4083,S,0.95
66713,Ad,0.22
15880,Ad,0.54
22378,Xt,0.34
165745,C,0.61
9173,S,0.88
347343,S,0.58
158063,S,0.97
178392,Ad,0.34
151524,Kl,0.35
108819,V,1.00
51721,S,0.40
201526,S,0.50
83295,Ad,0.60
46586,S,0.85
202720,C,0.61
21128,C,0.37
71184,Ad,0.78
15029,D,0.42
23844,S,0.97
72465,Ad,0.26
2043,C,0.98
21163,V,1.00
48927,V,1.00
97534,S,0.35
15465,Ad,0.32
60618,V,1.00
80159,Ad,0.90
126180,S,0.79
334127,Ad,0.60
231063,Ad,0.57
81865,Ad,0.70
87414,S,0.74
19540,D,0.60
182522,Ad,0.98
15115,S,0.51
113622,S,0.44
28541,Kl,0.26
996,Bk,0.80
15257,D,0.52
18710,Kl,0.32
28595,Cgx,0.31
26522,C,0.36
24680,D,0.29
59665,S,0.95
74524,Ad,0.53
51147,Ad,0.51
3884,Ad,0.82
54037,Kl,0.60
119477,V,1.00
295142,Ad,0.52
15620,Ad,0.36
28824,Ad,0.59
333796,Ad,0.76
179897,S,0.58
131083,Ad,0.72
2592,C,0.76
333718,Ad,0.72
14468,S,0.96
40425,Kl,0.33
275937,Ad,0.68
21442,S,0.21
95419,Ad,0.94
6217,S,0.49
75522,Ad,0.38
165883,Ad,0.67
5528,D,0.81
65310,S,0.80
104317,V,0.95
4056,S,0.96
22857,Bk,0.38
2012 MW12,Ad,0.33
187159,V,1.00
268300,V,1.00
195336,Ad,0.55
431934,Ad,0.43
267677,Ad,0.84
104918,Ad,0.77
25598,Bk,1.00
127476,Kl,0.29
231021,Bk,0.62
268941,Ad,0.70
58370,Ad,0.61
199630,Ad,0.89
34653,S,0.97
149591,Ad,0.76
41351,D,0.51
55307,Xt,0.31
29733,V,1.00
35542,Cgx,0.26
122609,Cgx,0.33
341972,S,0.87
108130,Ad,0.94
184321,Ad,1.00
44038,S,0.94
125045,Ad,0.44
85850,S,0.79
225098,S,0.40
147568,S,0.50
335282,Kl,0.26
189537,Ad,0.99
276767,Ad,0.96
82525,Ad,0.49
166690,Bk,0.32
50597,S,0.99
41589,S,0.98
189053,S,0.86
380931,Kl,0.73
6092,S,0.96
90470,Kl,0.22
16142,Ad,0.64
84424,Ad,0.21
336624,Ad,0.47
103601,V,1.00
33817,S,0.90
334178,Kl,0.48
113772,Ad,0.35
2004 CR2,Ad,0.76
13279,S,0.79
49214,V,1.00
50241,V,1.00
104099,V,1.00
560,C,0.84
103952,Kl,0.42
145870,S,0.70
113460,Ad,0.40
123261,S,0.39
17783,Kl,0.41
85741,V,0.99
816,Xt,0.43
163672,Ad,0.30
239580,Ad,0.43
28039,S,0.94
75564,S,0.34
51969,Kl,0.24
49464,S,0.54
333712,Ad,0.47
69803,Ad,0.89
15031,V,1.00
84399,S,0.41
118295,V,1.00
114162,Ad,0.69
41611,S,0.86
29546,C,0.53
1655,C,0.62
92683,V,1.00
102995,V,0.88
165879,C,0.24
268939,Kl,0.34
141541,Ad,0.93
163645,Ad,0.21
223021,Ad,0.69
386999,S,0.50
26857,S,0.94
190059,Kl,0.48
12034,S,0.82
188217,Ad,0.39
80374,S,0.28
145513,Ad,0.63
186771,V,0.89
26359,Cgx,0.49
8313,S,0.98
16269,C,0.51
199352,C,0.23
29500,Ad,0.88
23626,V,0.83
49175,S,0.96
2013 TX33,Ad,0.41
37215,S,0.54
242328,Ad,0.71
336841,Ad,0.72
334170,Ad,0.81
52676,Kl,0.25
29898,Bk,0.96
70586,Ad,0.71
98723,Ad,0.94
228477,Ad,0.90
718,Cgx,0.42
198268,Ad,0.42
117357,S,0.95
52600,S,0.74
93302,Ad,0.36
29685,V,0.86
195590,Ad,0.55
25562,S,0.97
156011,V,1.00
82432,V,1.00
341896,Ad,0.61
51687,V,1.00
8791,Xt,0.52
42914,S,0.94
47162,S,0.90
1798,D,0.55
103191,Ad,0.99
269730,Ad,0.55
170785,Ad,0.59
2768,Xt,0.51
80655,V,1.00
91055,S,0.67
74601,V,1.00
39871,Kl,0.44
72395,S,0.44
189549,V,0.91
87902,S,0.82
136329,Ad,1.00
200232,Ad,0.28
107899,Kl,0.27
125371,V,1.00
23833,S,0.95
139992,S,0.24
69275,Kl,0.31
68307,C,0.50
124437,Ad,0.42
61903,Ad,0.41
28463,V,0.99
124438,V,0.95
94558,V,1.00
279841,Ad,0.56
90544,Ad,0.97
287872,S,0.57
39534,S,0.59
193642,Ad,0.88
335775,Ad,0.40
349072,V,0.91
27486,Kl,0.33
14396,C,0.47
62198,Kl,0.35
97720,Ad,0.47
193521,Ad,0.99
108903,S,0.22
91487,S,0.97
79426,V,1.00
39030,Ad,0.27
27842,Kl,0.62
82554,S,0.45
93985,S,0.42
87157,S,0.92
128310,Ad,0.70
68792,S,0.21
122822,Ad,0.29
333396,V,1.00
151921,Ad,0.87
99775,Ad,0.30
88644,S,0.47
11959,D,0.40
192939,Ad,0.37
96287,Ad,0.90
104645,C,0.28
159325,Kl,0.17
333777,Kl,0.20
189613,C,0.38
180814,S,0.34
109041,V,0.97
52778,S,0.77
68354,S,0.57
103748,S,0.39
53509,V,0.79
191389,Kl,0.38
149694,Kl,0.21
27081,V,1.00
2935,S,0.88
122980,Ad,0.60
149396,Ad,0.22
50591,Ad,0.55
53198,S,0.96
13680,S,0.30
84355,V,1.00
196510,Kl,0.35
81263,V,1.00
226171,S,0.97
21167,Kl,0.50
85091,Kl,0.26
241411,Ad,0.56
195624,S,0.47
316831,S,0.41
85416,Ad,0.55
28709,Ad,0.38
68573,Ad,0.99
54801,D,0.36
289943,S,0.45
92810,D,0.20
30363,S,0.98
95634,Kl,0.29
149199,S,0.57
80789,C,0.32
23664,S,0.82
230639,S,0.46
26108,S,0.92
81182,Xt,0.24
123438,Ad,0.67
44672,S,0.93
24711,Kl,0.46
336513,S,0.71
131898,S,0.28
272954,S,0.71
192161,Ad,0.53
120357,S,0.27
145379,Ad,0.95
5951,Ad,0.55
24190,V,0.65
130129,V,0.79
31513,Kl,0.59
122522,Kl,0.36
23840,Kl,0.34
48620,S,0.33
54176,Ad,0.28
244836,Ad,0.93
162962,Ad,0.88
232093,Ad,0.42
150827,S,0.99
132565,S,0.79
86776,V,0.81
136553,C,0.48
85738,Ad,0.69
235185,Ad,0.63
247261,S,0.39
275639,Ad,0.38
180934,Ad,0.76
203048,V,0.54
61354,V,1.00
193625,Ad,0.88
47862,Ad,0.75
67009,S,0.57
56456,V,1.00
166618,Ad,0.50
73331,C,0.31
196534,Ad,0.73
123197,Ad,0.96
79780,Ad,0.28
136350,Ad,0.26
342110,Ad,0.99
276320,Ad,0.83
165804,Ad,0.45
83011,Ad,0.44
83755,C,0.39
335081,Ad,0.65
104376,Ad,0.52
152899,Ad,0.99
48244,C,0.23
88028,Ad,0.95
276826,S,0.30
167956,Ad,0.37
463356,S,0.21
370105,V,0.43
195537,Kl,0.33
108839,Ad,0.34
100089,S,0.39
11189,V,1.00
135188,Kl,0.32
153392,V,1.00
28587,S,0.58
169208,V,0.35
165925,Ad,0.88
94059,Ad,0.57
57615,V,1.00
31756,D,0.77
82376,V,0.74
235928,Ad,0.22
133771,Ad,0.83
267645,Ad,0.96
193523,S,0.25
18037,D,0.51
270189,Kl,0.20
53385,Ad,0.92
273917,Ad,0.28
91013,V,0.49
132970,C,0.41
27483,Kl,0.61
10328,C,0.61
80345,V,0.88
6929,S,0.83
93046,S,0.67
71672,S,0.71
16528,V,0.79
116637,Kl,0.22
31705,Ad,0.46
103172,S,0.49
89258,Bk,0.54
186128,Ad,0.74
280377,S,0.32
148487,Ad,0.42
42039,Kl,0.29
49352,S,0.76
186437,V,0.91
145938,Ad,0.36
82494,S,0.82
190615,S,0.28
107562,S,0.51
201537,Ad,0.56
69224,S,0.76
28555,S,0.45
45129,V,0.69
224007,Ad,0.91
275090,Ad,0.49
7628,D,0.50
269916,V,0.99
235150,S,0.52
24140,V,1.00
119104,V,1.00
78703,Kl,0.48
119230,V,0.67
117614,Ad,0.84
85270,S,0.21
333536,Ad,0.43
109392,Kl,0.72
335238,Ad,0.89
40322,S,0.94
11867,S,0.36
47627,Kl,0.34
129086,Ad,0.66
137948,V,0.62
122429,S,0.22
26413,Ad,0.38
15971,Kl,0.41
117557,Ad,0.87
58760,Bk,0.98
61358,S,0.94
342356,Ad,0.37
22605,Kl,0.58
175101,Kl,0.20
54996,V,0.98
345107,S,0.41
335126,S,0.51
57740,C,0.48
27628,S,0.81
223485,Ad,0.68
46726,D,0.27
23938,S,0.93
36722,S,0.62
14205,Cgx,0.41
61242,S,0.62
8755,Xt,0.36
1382,S,0.49
80879,S,0.78
63501,Ad,0.58
32891,Kl,0.57
97320,Ad,0.84
15169,S,0.62
76042,Ad,0.27
165840,Ad,0.30
126364,S,0.24
44034,C,0.28
144916,Ad,0.83
54951,Kl,0.33
279844,Ad,0.33
44059,S,0.94
63191,Ad,0.65
131416,C,0.26
133303,Ad,0.30
93348,Kl,0.24
40627,S,0.48
277680,Ad,0.79
39630,S,0.73
46698,V,1.00
57136,Ad,0.35
39291,C,0.32
202106,Ad,1.00
96275,Bk,0.17
40100,S,0.61
100110,S,0.63
334258,V,0.64
101513,Ad,0.40
202829,Ad,0.74
103401,V,1.00
52128,S,0.60
77725,Kl,0.28
228451,Ad,0.64
269326,Ad,0.55
385790,Ad,0.46
129263,Bk,0.31
267256,Ad,0.49
163410,Ad,0.95
77753,Kl,0.23
54261,S,0.82
103218,Ad,0.47
61827,V,0.73
197823,Ad,0.30
225413,S,0.30
123568,Kl,0.68
113785,C,0.65
20941,Kl,0.31
133269,Ad,0.41
162930,Kl,0.41
52535,Kl,0.39
13848,Ad,0.84
11484,Kl,0.60
10269,C,0.69
87375,S,0.43
27778,V,0.51
170081,Ad,0.69
73707,Kl,0.22
29994,V,1.00
122996,Ad,0.62
340248,S,0.81
337653,V,0.55
46338,S,0.50
57442,Kl,0.61
27917,C,0.46
199548,Ad,0.42
76448,Kl,0.38
79062,Kl,0.43
330760,S,0.45
124229,D,0.28
18544,Ad,0.73
228740,C,0.28
268209,C,0.31
18797,S,0.92
474277,Ad,0.96
223501,Ad,0.92
131203,Kl,0.32
10642,C,0.67
80506,Ad,0.28
276414,Ad,0.94
144914,Ad,0.47
52581,D,0.60
237991,Ad,0.84
276128,Ad,0.45
107074,S,0.58
82643,Bk,0.81
125205,S,0.84
147298,Ad,0.94
54154,D,0.34
126849,Ad,0.49
68213,Ad,0.97
79412,S,0.95
80874,S,0.70
27925,Ad,0.48
232941,Ad,0.42
421421,Ad,0.87
96985,Ad,0.18
225476,Ad,0.32
332053,Ad,0.43
124759,Ad,0.98
77432,S,0.54
84715,V,1.00
49048,Ad,0.24
165768,Ad,0.73
154384,Ad,0.61
232208,V,0.57
79651,Kl,0.33
130202,Ad,0.17
267400,V,0.53
84564,V,1.00
69337,S,0.57
19884,S,0.89
187931,Ad,0.31
11892,S,0.92
144662,Bk,0.80
133742,Ad,0.86
350648,Ad,0.99
225764,Ad,0.94
189084,S,0.96
136888,S,0.21
334256,S,0.48
127998,Ad,0.28
223552,S,0.17
335346,V,0.54
269966,S,0.71
336425,Kl,0.20
195586,S,0.61
31984,S,0.29
58038,V,0.74
103537,Ad,0.33
278441,Ad,0.28
435482,Ad,0.58
338240,Kl,0.29
22923,S,0.82
18323,Bk,1.00
116607,V,0.60
198614,Ad,0.55
233595,Bk,0.46
333471,Ad,0.49
336889,Ad,0.77
47624,S,0.60
5843,S,0.79
114532,S,0.44
236944,Ad,0.38
17846,S,0.76
150360,Kl,0.22
47193,Ad,0.92
104973,Kl,0.73
8541,S,0.86
72626,S,0.52
2008 TL96,Kl,0.56
116533,V,0.67
53748,S,0.60
93736,C,0.29
12885,C,0.67
109252,S,0.60
70937,S,0.41
380215,Ad,0.24
336166,Kl,0.64
167511,Kl,0.29
32734,C,0.62
57780,V,1.00
335768,Ad,0.76
335807,Ad,0.63
13194,V,1.00
267185,S,0.84
55707,Bk,0.27
281320,Ad,0.67
21461,S,0.97
45257,S,0.23
296131,Ad,0.91
98993,Ad,0.37
94797,Ad,0.34
18940,C,0.64
61402,S,0.71
52489,Ad,0.34
73565,S,0.83
30863,D,0.35
74454,Kl,0.45
190590,S,0.60
80735,Cgx,0.38
334619,Ad,0.53
108942,Bk,0.26
228863,Ad,0.94
4475,S,0.91
149619,Kl,0.30
80283,S,0.50
198347,Ad,0.72
120395,V,1.00
183742,S,0.23
113910,V,1.00
61723,S,0.84
203942,D,0.26
293841,Ad,0.43
204693,Ad,0.91
199367,Kl,0.41
230650,Ad,0.85
46049,D,0.26
198701,Ad,0.51
74536,S,0.88
9278,Cgx,0.38
269045,Bk,0.30
165868,S,0.25
346567,Ad,0.83
94047,V,0.99
184983,Ad,0.84
384011,Ad,0.49
265525,Ad,0.71
7527,S,0.85
267661,S,0.42
155479,Kl,0.28
120793,S,0.48
237530,Ad,0.57
286158,Kl,0.33
119125,Ad,0.42
14340,Cgx,0.39
425918,V,1.00
60491,S,0.93
269094,Bk,0.20
168019,Ad,0.78
2003 SV208,Ad,0.95
337403,S,0.55
414468,Ad,0.79
79212,S,0.50
122757,S,0.83
233572,S,0.20
335254,Ad,0.37
97656,Kl,0.26
230235,Ad,0.42
226366,Ad,0.39
43588,S,0.89
53946,S,0.96
103399,V,1.00
88502,C,0.34
27307,S,0.95
199385,Ad,0.79
195053,V,0.91
125517,S,0.94
195222,Ad,0.25
86629,Ad,0.40
267684,S,0.40
200611,Ad,0.31
151004,S,0.42
161446,C,0.30
230340,Ad,0.31
144611,Ad,0.70
279877,C,0.60
22445,Ad,0.53
258509,Ad,0.61
196563,S,0.26
240919,S,0.27
335403,V,0.84
279150,Ad,0.84
184350,Ad,0.29
36008,D,0.48
151957,Ad,0.84
11204,Bk,0.89
37827,S,0.82
150518,D,0.29
426248,S,0.56
15206,S,0.95
277223,Ad,0.25
23456,S,0.98
224114,Bk,0.69
243491,Ad,0.53
114527,S,0.29
25197,Kl,0.41
472747,Ad,0.69
104610,C,0.33
276506,S,0.45
93281,Ad,0.75
192660,Ad,0.58
426855,Kl,0.18
15389,S,0.94
226170,D,0.26
147455,D,0.46
106576,Ad,0.57
41563,Ad,0.68
93683,S,0.30
137373,Ad,0.58
188005,D,0.26
23085,C,0.68
2005 UL410,Ad,0.73
35293,S,0.70
335313,S,0.36
128976,Ad,0.63
229320,Ad,0.30
109373,C,0.37
59545,Cgx,0.39
290068,Kl,0.39
336394,S,0.37
101571,S,0.44
103971,Kl,0.22
85589,S,0.90
230640,Kl,0.30
40355,S,0.86
180846,S,0.54
333680,S,0.94
80162,S,0.33
278409,Ad,0.43
4021,S,0.57
69099,Ad,0.43
429292,Ad,0.77
149368,V,0.96
2011 CT46,Ad,0.62
126020,Kl,0.24
81229,Kl,0.45
162965,Ad,0.28
19240,S,0.56
114144,Kl,0.31
58280,V,0.83
27877,S,0.37
127923,Ad,0.51
12718,S,0.93
190196,Kl,0.31
108129,V,1.00
119212,Ad,0.90
335397,V,0.67
152211,V,0.61
205517,Ad,0.45
270289,V,0.75
95822,Ad,0.53
122841,S,0.30
28535,C,0.28
3920,C,0.49
118609,Bk,0.45
46812,S,0.57
39762,Kl,0.31
225156,Ad,0.70
201995,Ad,0.42
339807,S,0.39
63430,Ad,0.46
73979,Ad,0.67
156125,Ad,0.36
222394,Ad,0.96
91138,Ad,0.60
1267,Cgx,0.41
265286,V,0.84
55674,V,0.62
290543,Ad,0.98
264373,S,0.50
431686,Kl,0.34
2905,S,0.97
236641,Ad,0.58
37202,S,0.97
273946,Ad,0.36
270533,Kl,0.23
204281,Ad,0.98
14615,Ad,0.97
230128,S,0.38
61547,Kl,0.34
37335,S,0.87
64879,S,0.19
67287,V,1.00
3289,S,0.99
16039,Bk,0.32
187476,S,0.50
144838,S,0.65
109080,V,1.00
73382,S,0.77
124768,Ad,0.38
232270,Ad,0.73
160542,Ad,0.91
80788,Ad,0.40
198178,Kl,0.44
63669,C,0.75
50048,V,1.00
56468,S,0.90
120530,S,0.85
183896,S,0.34
80528,V,0.82
156028,Kl,0.37
44609,S,0.84
113128,C,0.23
77860,Ad,0.38
382885,Ad,0.67
33880,V,0.98
92749,Kl,0.21
2012 PZ34,Ad,0.24
71303,S,0.56
108588,S,0.89
90027,Kl,0.20
238114,Ad,0.84
129317,D,0.32
109296,S,0.29
80292,Kl,0.38
336574,Ad,0.94
77332,C,0.22
31146,S,0.83
119085,V,1.00
272202,Ad,0.72
9776,S,0.91
29577,Bk,0.63
237038,Ad,0.47
202177,Ad,0.70
30580,Kl,0.40
269724,Xt,0.32
33553,S,0.44
2970,S,0.89
179902,Ad,0.37
98069,S,0.82
44629,Kl,0.30
71480,Ad,0.51
100195,Ad,0.40
53734,V,1.00
95775,Kl,0.54
130955,V,0.47
334232,Ad,0.62
97261,S,0.57
112922,Ad,0.60
76526,Ad,0.56
379435,Ad,0.71
80672,S,0.38
335045,Ad,0.46
80451,V,0.99
267495,Kl,0.35
156103,Ad,0.32
11089,C,0.34
49861,Ad,0.34
63621,S,0.95
127665,V,0.81
124547,S,0.55
183828,Bk,0.79
158319,Ad,0.52
163545,Ad,0.43
158417,S,0.31
97356,Ad,0.82
149371,Ad,0.96
41531,S,0.91
160373,Ad,0.35
90546,V,0.55
68692,Xt,0.24
163518,S,0.32
168295,Kl,0.18
274329,Ad,0.57
19999,S,0.98
145896,Bk,0.31
274643,Ad,0.68
125384,Kl,0.31
267482,Ad,0.48
120193,Ad,0.41
27732,C,0.32
44062,Kl,0.55
199823,Ad,0.98
148201,Kl,0.32
46516,S,0.21
119501,Kl,0.17
271845,Ad,0.69
126200,Ad,0.67
63532,Kl,0.33
14296,C,0.63
265567,Ad,0.29
204229,Ad,0.68
103360,V,1.00
8474,S,0.93
15056,D,0.64
4983,S,0.84
127341,S,0.70
78378,Kl,0.27
34237,S,0.44
231961,V,0.43
49822,S,0.66
87147,Bk,1.00
167683,Ad,0.89
134175,Kl,0.34
237230,S,0.73
9379,S,0.93
7948,S,0.84
218957,Ad,0.96
286976,V,1.00
17448,S,0.98
29679,S,0.58
337361,S,0.48
278423,Ad,0.72
154591,Bk,0.40
149335,V,0.97
113445,S,0.22
191656,S,0.38
161575,C,0.19
54803,Kl,0.42
28247,S,0.98
120678,S,0.28
25765,Kl,0.50
426250,Ad,0.30
82455,V,1.00
48267,S,0.53
200077,D,0.40
334167,S,0.90
125310,Ad,0.96
27383,V,1.00
49520,Ad,0.71
78577,Ad,0.80
274579,S,0.45
84550,Bk,0.21
101340,S,0.25
238693,S,0.34
433637,Ad,0.34
25403,D,0.37
21069,S,0.88
78585,Ad,0.24
76520,Ad,0.42
33178,S,0.96
177640,D,0.72
276821,Ad,0.57
162985,Ad,0.88
281429,Ad,0.60
389368,Ad,0.32
8601,Kl,0.35
2012 PQ37,Ad,0.30
15326,S,0.62
162159,C,0.19
120841,Kl,0.18
40765,S,0.94
26937,S,0.91
40689,Kl,0.64
3427,Xt,0.34
64078,S,0.47
230152,Kl,0.42
50084,V,1.00
334829,Ad,0.60
118499,Kl,0.31
51351,Kl,0.40
336822,Ad,0.55
70481,Ad,0.90
229066,V,0.83
17907,S,0.83
8467,Ad,0.96
319282,Ad,0.97
335955,Ad,0.54
118575,V,1.00
271722,Kl,0.22
179740,S,0.36
149794,S,0.61
55402,Bk,0.37
226622,S,0.33
184366,Ad,0.99
235205,Ad,0.22
105076,Xt,0.29
76627,Ad,0.59
7242,S,0.85
233045,Ad,0.43
267749,S,0.46
430468,Kl,0.21
83417,Kl,0.33
335532,Ad,0.42
268598,C,0.30
8204,C,0.63
231968,Kl,0.29
118502,V,0.94
52436,S,0.96
43021,Kl,0.42
59609,S,0.66
337008,Ad,0.37
118639,V,0.26
279869,Ad,0.63
265793,Ad,0.64
12582,Xt,0.38
25836,S,0.54
13066,Bk,0.59
124292,Kl,0.68
72555,Ad,0.76
83244,S,0.34
76239,Kl,0.47
33769,Kl,0.91
437608,Ad,0.50
